,Cidade,País,Curso,Empresa dos sonhos,Educação,Nível de inglês,Nível de excel,Cursos extras,Gênero,Interesses,Outras línguas,Referência,Universidade,Estado,Situação
2209,campinas,brasil,engenharia elétrica,motorola,graduação,intermediate,advanced,,masculino,pesquisa - área técnica,,amigos,faculdade anhanguera - campinas,são paulo,confirmed
2210,campinas,brasil,química,,graduação,basic,intermediate,"overdose de marketing digital ministrado pela greeky cursos, além de vários workshops de capacitação oferecidos pelo núcleo das empresas juniores da unicamp",masculino,"pesquisa e desenvolvimento, marketing e vendas",,já fui staff,unicamp,são paulo,checkedin
2211,,,biologia,,graduação,,,,feminino,pesquisa cientifica,,amigos,unicamp,,checkedin
2212,sumaré,brasil,engenharia de controle e automação,bosch,graduação,advanced,basic,,masculino,controle e automação,alemão básico,amigo,unicamp,são paulo,checkedin
2213,paulínia,brunei,administração,google,,intermediate,intermediate,cursando ti,masculino,ti,,escola,unicamp,são paulo,checkedin
2214,limeira,brasil,engenharia ambiental,-,graduação,intermediate,intermediate,•	curso de extensão sinergia: centro de treinamento em energia - matrizes e mercados energéticos (unicamp).,feminino,"sustentabilidade;, energia; saúde e segurança do trabalho; qualidade.",,universidade,unicamp,são paulo,checkedin
2215,,,engenharia mecânica,,,advanced,,,feminino,"consultoria, indústria",,facebook,unicamp,,checkedin
2216,campinas,brasil,publicidade e propaganda,itaú,graduação,advanced,advanced,,masculino,comunicação,francês intermediário - espanhol - básico,amigo,esamc,são paulo,confirmed
2217,são paulo,brasil,engenharia mecânica,embraer,graduação,advanced,intermediate,,masculino,aeronáutica e materiais,espanhol básico,email da universidade,unicamp,são paulo,checkedin
2218,são paulo,brasil,engenharia de produção,bcg,,advanced,advanced,gestão de projetos da visagio (são paulo) e go winners da indicação consultoria (piracicaba),feminino,"consultoria, supply chain, logística, planejamento de produção",espanhol avançado,facebook,unicamp,são paulo,checkedin
2219,campinas,brasil,ciência da computação,google,graduação,intermediate,intermediate,técnico em informatica,masculino,"programador, suporte tecnico, e-commerce",espanhol,facebook,faculdade anhanguera - campinas,são paulo,checkedin
2220,ituiutaba,brasil,história,,graduação,basic,basic,,feminino,pesquisa,espanhol basico,irmã,universidade federal de uberlandia,minas gerais,checkedin
2221,,,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,"saúde, química",,por amigos,unicamp,,checkedin
2222,campinas,brasil,engenharia de alimentos,a que eu fundarei,graduação,advanced,basic,,masculino,empreendedorismo,,amigos,unicamp,são paulo,checkedin
2223,itapira,brasil,engenharia ambiental,raízen,graduação,intermediate,intermediate,curso de formação de auditores internos da norma abnt iso 9001. curso de excel. curso de matrizes e mercado energético.,masculino,"ambiental, sustentabilidade e energética",,facebook,unicamp,são paulo,confirmed
2224,campinas,brasil,engenharia ambiental,"raízen, ecocasa",graduação,advanced,intermediate,"autocad, sinergia, pilotagem de drone",masculino,consultoria e pesquisa,alemão básico,facebook,unicamp,são paulo,confirmed
2225,campinas,brasil,,,ensino médio,,,,masculino,administrativo,,ciee,,são paulo,checkedin
2226,campinas,brasil,licenciatura em letras,,graduação,intermediate,basic,construção e implementação da rede de blogs de ciência da unicamp; prática de formação na puc-campinas adobe photoshop 6.0); curso “composição fotográfica e poética visual – treinando o olhar” no projeto tope; formação de educadores populares - um retorno a paulo freire.,feminino,"práticas inovadoras, educação, comunicação empática, políticas públicas, diversidade, terceiro setor.",espanhol básico,amigo,unicamp,são paulo,checkedin
2227,rio claro,brasil,curso superior de tecnologia em análise e desenvolvimento de sistemas,,graduação,intermediate,intermediate,"preparatório para certificação linux lpi 1, introdução à cibersegurança (cisco networking academy)",masculino,"infraestrutura de t.i, segurança da informação, redes, iot",,amigo,unicamp,são paulo,confirmed
2228,paulínia,brasil,administração pública,,graduação,intermediate,intermediate,,feminino,"financeiro, rh e outras",,faculdade,unicamp,são paulo,checkedin
2229,,,,,ensino médio,,,,feminino,ti,,escola,,,checkedin
2230,limeira,brasil,engenharia de telecomunicações,,graduação,intermediate,advanced,,feminino,projetos,,mte,unicamp,são paulo,checkedin
2231,campinas,brasil,psicologia,,graduação,advanced,intermediate,,feminino,"consultoria, recursos humanos, ti, start up",,facebool,padre anchieta,são paulo,checkedin
2232,,,filosofia,,graduação,,,,NA,pesquisa,,amigo,unicamp,,confirmed
2233,campo limpo paulista,brasil,,,ensino fundamental,,,,masculino,técnico,,amigo,,são paulo,confirmed
2234,,,,,ensino médio,,,,feminino,arte,,escola,,,confirmed
2235,presidende prudente,brasil,engenharia de telecomunicações,raízen,graduação,intermediate,advanced,,masculino,pesquisa e gestão,,amigo,unicamp,são paulo,checkedin
2236,campinas,brasil,publicidade e propaganda,johnson & johnson,graduação,advanced,basic,"outbound marketing, inglês - cambridge method",masculino,"marketing, pesquisa  e estratégia de mercado, publicidade",espanhol intermediário,facebook,puccamp,são paulo,checkedin
2237,campinas,brasil,engenharia elétrica,casa dos ventos,graduação,advanced,intermediate,cursos de extensão da unicamp: projeto e dimensionamento de usinas solares e sistemas fotovoltaicos de geração distribuída; introdução à energia solar fotovoltaica - sistemas isolados e conectados à rede,feminino,"engenharia, projetos",francês avançado; espanhol intermediário,facebook,unicamp,são paulo,checkedin
2238,,,engenharia agrícola,,graduação,,,,masculino,financeiro,,amigo,unicamp,,checkedin
2239,campinas,brasil,engenharia agrícola,,ensino fundamental,intermediate,intermediate,curso técnico de manutenção mecânica e elétrica em sistemas de irrigação agrícola. experiência completa em agropecuária.,masculino,pesquisa; projetos; logística; supply chain; manutenção.,espanhol básico,eventos na própria universidade,unicamp,são paulo,confirmed
2240,campinas,brasil,engenharia elétrica,,graduação,advanced,advanced,"autoconhecimento na prática (fundação estudar), excel avançado e introdução a vba (unicamp)",feminino,"consultoria, engenharia, engenharia elétrica",espanhol intermediário,unicamp,unicamp,são paulo,confirmed
2241,cosmópolis,brasil,,farmácia,ensino fundamental,,,,feminino,"auxiliar de farmácia , jovem aprendiz .",,amigo,,são paulo,confirmed
2242,campinas,brasil,ciência da computação,pixar,graduação,advanced,,,masculino,"computação gráfica, games, desenvolvimento",,facebook,unicamp,são paulo,checkedin
2243,jundiaí,brasil,licenciatura em matemática,,,,,,masculino,pesquisa e desenvolvimento,,unicamp,unicamp,são paulo,confirmed
2244,são paulo,brasil,engenharia civil,dhl,graduação,basic,advanced,"gestão em logística, autocad, revit, e áreas correlatas",masculino,engenharia e gestão de pessoas,,jornal regional,faculdade de paulinia,são paulo,checkedin
2245,,,sistemas de informação,,graduação,intermediate,intermediate,,masculino,inovação,,ensino medio (cemep),puccamp,,checkedin
2246,são paulo,brasil,administração,,graduação,,,,masculino,financeiro,,amigo,unicamp,são paulo,checkedin
2247,louveira,brasil,ciências econômicas,multinacionais,graduação,advanced,intermediate,,feminino,"financeiro, contabilidade, controladoria, administrativo",espanhol básico,amigo,facamp,são paulo,confirmed
2248,,,economia,,graduação,,,,feminino,geral,,outros,unicamp,,checkedin
2249,,,,,ensino médio,,,,feminino,administração,,senac,,,checkedin
2250,campinas,brasil,psicologia,empresa que me proporcione conhecimento e que eu possa ajudar no desenvolvimento da mesma também.,,intermediate,intermediate,técnico em alimentos,feminino,"secretaria, rh, hospitalar,",,amigo,unisal,,confirmed
2251,,,engenharia civil,,mestrado,,,,masculino,tecnologia,,facebook,unicamp,,checkedin
2252,,,,,ensino médio,,,,masculino,"eletrônica, mecânica, automação",,amigos,,,checkedin
2253,,,pedagogia,,graduação,,,,feminino,administrativo,,divulgação no campus,unicamp,,checkedin
2254,,,engenharia elétrica,,graduação,,,,feminino,financeiro,,amigos,unicamp,,checkedin
2255,,,tecnico em eletrecidade,,graduação,,,,masculino,instrutor de eletrecidade,,sptv,escola recnica federal,,checkedin
2256,,,engenharia civil,,graduação,,,,masculino,industria,,televisão,eep,,checkedin
2257,campinas,brasil,direito,,graduação,basic,,,masculino,estágio de direito,,amigo,faculdade anhanguera - campinas,são paulo,checkedin
2258,sumaré,brasil,segurança da informação,ci&t,graduação,advanced,intermediate,curso de ingles avançado - winning idiomas e outros,masculino,infraestrutura,,familia,fatec americana,são paulo,checkedin
2259,paulínia,brasil,sistemas de informação,,graduação,intermediate,intermediate,hardware,masculino,customer success,,amigo,puccamp,são paulo,checkedin
2260,,,engenharia civil,,graduação,,,,masculino,consultoria,,amigos,usp - sp,,checkedin
2261,americana,brasil,engenharia elétrica,bosch,graduação,advanced,intermediate,"microsoft excel, udemy. microsoft msproject, puc-campinas. autocad 2d 2015, mapdata.",masculino,desenvolvimento tecnológico,espanhol básico,facebook,puccamp,são paulo,checkedin
2262,,,engenharia civil,,graduação,,,,feminino,civil,,facebook,unicamp,,checkedin
2263,,,licenciatura em matemática,,graduação,,,,masculino,educação,,amiga,unicamp,,confirmed
2264,,,comercio internacional,,graduação,,,,masculino,"marketing, logistica",,amigo,unicamp,,checkedin
2265,,,engenharia de computação,,doutorado,,,,feminino,"consultoria, pesquisa",,universidade,unicamp,,confirmed
2266,,,ciências sociais,,graduação,,,,feminino,pesquisa,,amigos,unicamp,,checkedin
2267,,,ciência da computação,,graduação,,,,masculino,industria,,amigo,unicamp,,checkedin
2268,campinas,brasil,engenharia de controle e automação,,graduação,intermediate,intermediate,"facilitador coach, redes de computadores",masculino,"engenharia, fábrica, desenvolvimento",,jornal,faculdade anhanguera - campinas,são paulo,confirmed
2269,,,engenharia de alimentos,,graduação,,,,feminino,"engenharia, administração",,amigos,unicamp,,checkedin
2270,campinas,brasil,engenharia elétrica,"de aplicações biomédicas, presença em varios países e com bom clima laboral",mestrado,intermediate,intermediate,,feminino,engenharia biomédica e pesquisa,espanhol,facebook,unicamp,são paulo,checkedin
2271,campinas,brasil,pedagogia,p&g,graduação,,,,feminino,consultoria,,amigo,unicamp,são paulo,checkedin
2272,,brasil,ciência da computação,,graduação,advanced,,,feminino,programação,,e-mail,unicamp,são paulo,checkedin
2273,,,economia,,mestrado,,,,feminino,"mercado financeira, saúde, hospital",,amiga,unicamp,,checkedin
2274,campinas,brasil,engenharia elétrica,bosch,graduação,intermediate,intermediate,,masculino,automotiva,espanhol basico,amigo,metrocamp,são paulo,confirmed
2275,indaiatuba,brasil,engenharia elétrica,boeing,graduação,intermediate,intermediate,,masculino,projetos de engenharia,,facebook,unicamp,são paulo,confirmed
2276,campinas,brasil,engenharia física,,graduação,advanced,intermediate,,masculino,"consultoria, banco, economia, indústria",espanhol e alemão básicos,facebook,unicamp,são paulo,checkedin
2277,,,administração,,mestrado,,,,feminino,transportes terrestres e logística,,amigo,unicamp,,confirmed
2278,jundiaí,brasil,administração,p&g,graduação,basic,intermediate,técnico em recursos humanos/ técnico em assistente administrativo/ técnicas de prevenção de perdas,feminino,pesquisa e desenvolvimento,,unicamp,unicamp,são paulo,checkedin
2279,hortolândia,brasil,licenciatura em matemática,,graduação,intermediate,intermediate,mecânico de manutenção - senai,masculino,"educação, matemática.",,amigo,unicamp,são paulo,checkedin
2280,campinas,brasil,,,ensino médio,basic,intermediate,,feminino,"pesquisa, meio ambiente, recursos humanos, marketing, atendimento, produção, entre outros.",,amigo,,são paulo,checkedin
2281,são paulo,brasil,estatística,riot games,graduação,advanced,basic,,masculino,pesquisa,espanhol,amigos e facebook,unicamp,são paulo,checkedin
2282,,,fonoaudiologia,,graduação,,,,feminino,saúde,,amigo,unicamp,,checkedin
2283,,,arquitetura e urbanismo,,graduação,,,,masculino,"arquitetura, tecnologia",,email,unicamp,,checkedin
2284,limeira,brasil,engenharia de telecomunicações,microsoft,,advanced,intermediate,,feminino,"pesquisa, engenharia, financeiro",,facebook,unicamp,são paulo,checkedin
2285,campinas,brasil,matemática/física/matemática aplicada e computacional,,graduação,,,,feminino,pesquisa,,amigo,unicamp,são paulo,confirmed
2286,limeira,brasil,engenharia de telecomunicações,itaú,graduação,advanced,intermediate,,masculino,"consultoria, tecnologia e financeiro",,amigos,unicamp,são paulo,checkedin
2287,campinas,brasil,ciência da computação,uma empresa inovadora e com responsabilidade social.,mestrado,intermediate,,,masculino,pesquisa,,panfletos.,unicamp,são paulo,checkedin
2288,,,fonoaudiologia,,graduação,,,,feminino,pesquisa,,amiho,unicamp,,checkedin
2289,,brasil,,,ensino médio,,,,masculino,segurança de sistema,,pela empresa ciee,,,checkedin
2290,mogi guaçu,brasil,engenharia química,,graduação,,,,feminino,engenharia,,amigos,puccamp,são paulo,checkedin
2291,,brasil,matemática,,graduação,,,,feminino,pesquisadores,,amigo,unicamp,,checkedin
2292,,,fonoaudiologia,,graduação,,,,feminino,pesquisa,,amigo,unicamp,,checkedin
2293,paulínia,brasil,pedagogia,prefeitura de campinas,graduação,basic,basic,,feminino,"escolas, secretarias , empresas.",,facebook,facp,são paulo,confirmed
2294,campinas,brasil,engenharia química,schulumberger,mestrado,advanced,advanced,"gerenciamento de projetos, excel, matlab, html, programação em fortran, linux, ...",feminino,"pesquisa, desenvolvimento, engenharia, simulação de processos",alemão básico,mural da feq,unicamp,são paulo,confirmed
2295,,brasil,engenharia de computação,,graduação,advanced,intermediate,"técnico em eletrônica, investimento em ações, comissão de organização da semana da computação da unicamp",masculino,"empreendedorismo, p&d, inovação, software livre, computação quântica, auto desenvolvimento, mercado financeiro",mandarim intermediario,amigo,unicamp,,checkedin
2296,,brasil,ciencias economicas,"bain company,  bcg consulting",graduação,advanced,intermediate,curso de investimentos,feminino,consultoria,,facebook,unicamp,são paulo,checkedin
2297,sumaré,brasil,direito,multinacional,graduação,intermediate,intermediate,mediação e conciliação. especialização direito do trabalho e compliance.,feminino,"estagio, assistente jurídico, auxiliar jurídico, assistente de rh, relações trabalhistas e sindicais.",,linkedin,faculdade de americana- fam,são paulo,checkedin
2298,,afeganistão,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,pesquisa,,amigo,unicamp,,checkedin
2299,campinas,brasil,engenharia mecânica,toyota,graduação,intermediate,basic,cai - mecânica de usinagem,masculino,"metal mecânica, automobilismo, financeiro",,e-mail,unicamp,são paulo,checkedin
2300,campinas,brasil,engenharia de alimentos,alimenticia,graduação,intermediate,basic,,feminino,alimentos,,pelo pb,unicamp,são paulo,checkedin
2301,,,administração,,mba,,,,feminino,rh,,email,ufrgs,,checkedin
2302,campinas,brasil,administração,,graduação,,,,feminino,pesquisa,,pelo algodão doce,unicamp,são paulo,confirmed
2303,,brasil,engenharia mecânica,,graduação,,,,masculino,projeto,,amigo,unicamp,,checkedin
2304,campinas,brasil,engenharia de controle e automação,ems,graduação,intermediate,intermediate,"robotica industrial, atendimento ao cliente",feminino,projetos,espanhol,unicamp,faculdade anhanguera - campinas,são paulo,confirmed
2305,hortolândia,brasil,,,ensino médio,,basic,,feminino,"área administrativa, rh",,amigo,,são paulo,confirmed
2306,indaiatuba,brasil,direito,,graduação,intermediate,advanced,"atualmente em projeto de mestrado em compliance, na faculdade de ciências econômicas de campinas",feminino,"compliance, auditoria, jurídico",,feira de carreiras facamp,facamp,são paulo,checkedin
2307,,,administração,empresas de tu,graduação,,,,feminino,"marketing, logística, gestão de pessoas, projetos",,faculdade,unicamp,,checkedin
2308,jundiaí,brasil,ciências econômicas,ambev,graduação,intermediate,advanced,,feminino,"consultoria, financeira, multinacionais",,facebook,facamp,são paulo,checkedin
2309,,,fonoaudiologia,,graduação,,,,feminino,"pesquisa, saúde",,amigos,unicamp,,checkedin
2310,,brasil,administração,hopital,graduação,,basic,libras,feminino,a disposição da empresa,,amiga,faculdade anhanguera,são paulo,confirmed
2311,,,matemática aplicada e computacional,,graduação,,,,feminino,financeiro,,unicamp,unicamp,,checkedin
2312,campinas,brasil,,,ensino médio,,,,feminino,pedagoga,,pelo ciee,,são paulo,checkedin
2313,hortolândia,brasil,,ems,ensino fundamental,,basic,treinamento de primeiros socorros e combate a incêndio,feminino,"vagas disponível,  auxiliar de farmácia ou áreas correlatas",,amigo,,são paulo,checkedin
2314,,,física,,graduação,,,,feminino,pesquisa,,unicamp,unicamp,,checkedin
2315,campinas,brasil,engenharia civil,,graduação,basic,intermediate,"iniciação científica, cursos profissionalizantes de administração financeira, departamento de pessoal e automação de escritório",masculino,"financeiro, engenharia civil, administração",,faculdade,unicamp,são paulo,checkedin
2316,,afeganistão,medicina,,graduação,,,,masculino,"pesquisa, clínica",,algodão doce,unicamp,,checkedin
2317,campinas,brasil,administração,,graduação,advanced,basic,,feminino,recursos humanos ou consultorias,,facebook,puccamp,são paulo,checkedin
2318,campinas,brasil,engenharia física,,,advanced,advanced,,masculino,"financeiro, p&d, computação",frances,amigo,unicamp,são paulo,confirmed
2319,,,,,ensino médio,,,,feminino,"financeiro, engenharia",,amigos,,,confirmed
2320,,brasil,engenharia mecânica,,graduação,intermediate,advanced,pós-graduação em engenharia de segurança do trabalho,masculino,automotiva,alemão-básico,e-mail,universidade federal de itajubá,são paulo,confirmed
2321,vargem grande do sul,brasil,engenharia química,"minha empresa dos sonho, é uma empresa que possa dar oportunidades para todos,!!",graduação,intermediate,intermediate,técnico em agroindústria pelo instituto federal de minas gerais.,masculino,"industria,laboratório e controle de qualidade",,amigo,unifae,são paulo,confirmed
2322,,,ciência da computação,308,,,,,masculino,programador,,amigos,brasil,,checkedin
2323,,,matemática/física/matemática aplicada e computacional,,graduação,,,,masculino,pesquisa em matemática pura.,,amigo.,unicamp,,checkedin
2324,hortolândia,brasil,pedagogia,,graduação,,advanced,recrutamento e selecao. informatica,feminino,"educacao, atendimento ao cliente, administrativo",,faculdade,faculdade de hortolândia,são paulo,checkedin
2325,amparo,brasil,pedagogia,jardim silvana,,basic,basic,,feminino,educacao,,facebook,unicamp,são paulo,confirmed
2326,,,letras,,graduação,,,,masculino,editoras,,amigos,unicamp,,confirmed
2327,,,licenciatura em letras,,mestrado,,,,feminino,tudo,,facebook,unicamp,,checkedin
2328,campinas,brasil,engenharia de produção,unilever,graduação,advanced,advanced,"lean 6 sigma green belt - binghamton university, lean leadership - university of tennessee, gestão da inovação - veduca",masculino,"inovação, operações, marketing / trade marketing, supply chain, planejamento estratégico, vendas",espanhol básico,facebook,unicamp,são paulo,checkedin
2329,,,física,,doutorado,,,,masculino,pesquisa,,sou daqui,unicamp,,checkedin
2330,,,engenharia agrícola,,graduação,,,,feminino,engenharia,,unicamp,unicamp,,checkedin
2331,campinas,brasil,engenharia elétrica,,mestrado,advanced,intermediate,,masculino,pesquisa e desenvolvimento,,"facebook, e-mail",unicamp,são paulo,checkedin
2332,,,engenharia química,,graduação,,,,feminino,consultoria,,amigos,unicamp,,checkedin
2333,,,,,ensino médio,,,,feminino,industria,,professor,,,checkedin
2334,,,,,ensino médio,,,,masculino,segurança,,amigos,,,checkedin
2335,,afeganistão,física,,pós doutorado,,,,feminino,pesquisa,,amigos,unicamp,,checkedin
2336,,,engenharia elétrica,,graduação,,,,masculino,desenvolvimento de software,,amiga,unicamp,,checkedin
2337,sumaré,brasil,nutrição,medley,graduação,,advanced,excelência no atendimento,feminino,"clínica, esportiva",,televisão,metrocamp,são paulo,confirmed
2338,sumaré,brasil,,3m,ensino médio,advanced,advanced,,feminino,"administrativo, recepcionista, atendente",,reportagem de tv,,são paulo,confirmed
2339,,,,bradesco,ensino médio,,,,masculino,empresarial,,professora aline,,,checkedin
2340,,,administração,,graduação,,,,masculino,tecnologia,,amigos,unicamp,,checkedin
2341,,,,,ensino médio,,,,masculino,informática,,redes sociais,,,confirmed
2342,,,engenharia elétrica,,graduação,,,,masculino,engenharia,,amigos,unicamp,,confirmed
2343,,brasil,engenharia de produção,,graduação,,,,masculino,"engenharia, financeiro, consultoria,",,facebook,unicamp,,checkedin
2344,,afeganistão,engenharia de controle e automação,,graduação,,,,masculino,"engenharia, logistica, qualidade, automotiva",,unicamp,unicamp,,checkedin
2345,campinas,brasil,engenharia química,,graduação,basic,basic,,feminino,"pesquisa, logística, petroquímica",,email,universidade paulista,são paulo,checkedin
2346,,,engenharia mecânica,,graduação,,,,masculino,"eng. do produto/r&d, vendas, scm",,facebook,unicamp,,checkedin
2347,campinas,brasil,gestão da tecnologia da informação,"em especifico não tenho  uma empresa dos sonhos , mas sonho com a empresa que posso me desenvolver",graduação,intermediate,intermediate,"cisco it, vba, scrum",masculino,"ti, informatica, redes e infraestrutura",espanhol,cartaz na unicamp,fatec campinas,são paulo,checkedin
2348,campinas,brasil,administração,,ensino fundamental,basic,basic,,feminino,"pesquisa, consultoria",espanhol básico,amigos,unicamp,são paulo,checkedin
2349,,,engenharia de petrolio,,graduação,,,,masculino,industria,,amigo,unip,,checkedin
2350,campinas,brasil,química tecnológica,natura,graduação,advanced,intermediate,,feminino,pesquisa,espanhol avançado,facebook,unicamp,,checkedin
2351,,,engenharia de computação,,graduação,,,,masculino,estagio,,unicamp,unicamp,,checkedin
2352,campinas,brasil,engenharia de computação,,graduação,intermediate,intermediate,técnico em informática (senac campinas),masculino,pesquisa e desenvolvimento,,facebook,unisal,são paulo,checkedin
2353,campinas,brasil,engenharia de alimentos,,graduação,intermediate,intermediate,"técnico em alimentos , técnico em administração",feminino,"pesquisa e desenvolvimento, analista , consultoria",espanhol básico,facebook,unicamp,são paulo,checkedin
2354,campinas,brasil,sistemas de informação,,graduação,basic,basic,logica de programação,masculino,"programação,redes",espanhol,internet,puccamp,são paulo,checkedin
2355,hortolândia,brasil,ciência da computação,ibm,graduação,basic,intermediate,,masculino,programador,,noticia,unip,são paulo,checkedin
2356,,,engenharia mecânica,,graduação,,,,masculino,"consultoria, engenharia, startups, indústria, varejo, financeiros",,amigo,unicamp,,checkedin
2357,,,engenharia de alimentos,,mestrado,,,,feminino,"engenharia, nutrição, desenvolvimento",,facebook,unicamp,,checkedin
2358,,,engenharia civil,,graduação,,,,masculino,areas relacionadas a engenharia em geral,,amigos facebook e cartaz,unicamp,,checkedin
2359,,,,google,ensino médio,,,,masculino,engenharia elétrica,,amigo,,,checkedin
2360,,,,,ensino médio,,,,masculino,engenharia,,facebook,,,checkedin
2361,hortolândia,brasil,,itau,ensino médio,basic,basic,,feminino,consultoria,,amigo,,são paulo,checkedin
2362,campinas,brasil,administração,john deere,graduação,advanced,,,feminino,"gur, finanças",,amigo,esamc,são paulo,checkedin
2363,jaguariúna,brasil,engenharia de computação,,graduação,,,,masculino,robótica e automação,,amigos,unicamp,são paulo,checkedin
2364,campinas,brasil,química tecnológica,natura,graduação,basic,intermediate,técnico em química,feminino,"analises, pesquisas, inovação, qualidade",,unicamp,unicamp,são paulo,checkedin
2365,,,engenharia civil,,graduação,,,,feminino,edificações,,divulgação unicamp,unicamp,,confirmed
2366,,,engenharia elétrica,,graduação,,,,masculino,"engenharia clinica, hospitalar, biomedica",,amigo,unicamp,,checkedin
2367,campinas,brasil,engenharia civil,,graduação,advanced,intermediate,,masculino,"consultorias, obras, empresas de gestão",alemão e espanhol,facebook,unicamp,são paulo,checkedin
2368,campinas,brasil,engenharia de produção,,graduação,advanced,intermediate,"liderança-fundação estudar,autoconhecimento-fundação estudar,como falar em público-senac",masculino,"comércio internacional,supply chain,logística,agricultura,produção","espanhol fluente,alemão básico,mandarim básico",facebook,puccamp,são paulo,checkedin
2369,,,,,ensino médio,,,,masculino,logística,,amigo,,,checkedin
2370,campinas,brasil,administração,,graduação,intermediate,intermediate,,feminino,consultoria e financeiro,,amigo,unicamp,são paulo,checkedin
2371,campinas,brasil,ciências sociais,,graduação,intermediate,,,feminino,pesquisa,,facebook,unicamp,são paulo,confirmed
2372,hortolândia,brasil,pedagogia,sesi,graduação,basic,basic,"semana de educaçã física: saberes e práticas profissional, seminário educação física 2018 “ sentir, pensar e agir - educação física escolar”",feminino,"pedagogia, educação física",,amigos,universidade brasil,são paulo,confirmed
2373,sumaré,,engenharia civil,accenture,,advanced,intermediate,,masculino,financeiro,francês basico,facebook,unicamp,são paulo,checkedin
2374,hortolândia,brasil,administração,,ensino médio,basic,intermediate,técnica em administração,feminino,"administrativa, rh, produção",,amiga,unicamp,são paulo,confirmed
2375,campinas,brasil,,,ensino médio,basic,basic,,masculino,direito,,carta,,são paulo,checkedin
2376,campinas,brasil,ciências econômicas,,graduação,basic,basic,,masculino,"consultoria, financeiro, compliance.",,facebook,unicamp,são paulo,checkedin
2377,campinas,,estatística,microsoft,graduação,advanced,intermediate,,masculino,"programação, analise de dados",,facebook,unicamp,,confirmed
2378,campinas,brasil,tecnologia em controle ambiental,,graduação,intermediate,intermediate,,feminino,laboratório e consultoria,,facebook,unicamp,são paulo,confirmed
2379,,,estatística,,graduação,,,,feminino,"consultoria, financeiro, entre outros",,facebook,unicamp,,checkedin
2380,,,,,ensino médio,,,,masculino,humanas e exatas,,professores da escola,,,checkedin
2381,valinhos,brasil,engenharia mecânica,boeing,graduação,advanced,advanced,piloto privado de avião,masculino,"engenharia mecânica, aeroespacial, transporte aéreo","espanhol, alemão",facebook,unicamp,são paulo,checkedin
2382,limeira,brasil,engenharia de telecomunicações,,graduação,intermediate,intermediate,,masculino,"engenharia, gestão de projetos, qualidade.",espanhol básico,amigo,unicamp,são paulo,checkedin
2383,jundiaí,brasil,estatística,nestlé,graduação,advanced,intermediate,,masculino,"tecnologia, financeiro, bens de consumo, alimentício.",,divulgação dentro da universidade,unicamp,são paulo,checkedin
2384,campinas,brasil,engenharia de alimentos,,graduação,,,,feminino,processos,,amigos,unicamp,são paulo,confirmed
2385,araras,brasil,engenharia mecânica,google,mestrado,advanced,advanced,"labview, matlab",masculino,pesquisa em engenharia,alemão básico,facebook,unicamp,são paulo,checkedin
2386,são paulo,brasil,engenharia de computação,,graduação,intermediate,,,masculino,desenvolvimento de sistemas,japonês avançado,amigo,unicamp,são paulo,checkedin
2387,,,pedagogia,,graduação,,,,feminino,escola,,amigos,unicamp,,confirmed
2388,campinas,brasil,,ferrari,ensino médio,advanced,intermediate,técnico em mecânica no cotil,masculino,projetos,espanhol básico,escola,,são paulo,checkedin
2389,,brasil,programa de formação interdisciplinar superior - profis,,graduação,,,,masculino,financeiro,,facebook,unicamp,,checkedin
2390,campinas,brasil,programa de formação interdisciplinar superior - profis,,graduação,,,,feminino,biologia,,amigo,unicamp,são paulo,checkedin
2391,paulínia,brasil,,"tagma, petrobrás, ambev, abl",ensino médio,basic,intermediate,"elétrica industrial e predial, caldeiraria, segurança do trabalho, educação ambiental",masculino,"eletricista, administração.",,amigo,,são paulo,confirmed
2392,jundiaí,brasil,engenharia de alimentos,heineken,graduação,advanced,intermediate,,masculino,"produção, qualidade, melhoria de processo",,facebook,usp - sp,são paulo,confirmed
2393,,,engenharia de computação,huawei,graduação,,,,masculino,tecnologia da informação,,inatel,inatel,,confirmed
2394,campinas,brasil,superior em tecnologia de redes de computadores,google,graduação,intermediate,basic,,masculino,analista de infraestrutura de redes/servidores.,,supervisor de estágio.,universidade paulista,são paulo,checkedin
2395,são paulo,brasil,engenharia de produção,,graduação,intermediate,advanced,veduca - gestão de projetos,masculino,"gestão de projetos, financeiro, controle da qualidade",,amigos,unicamp,são paulo,checkedin
2396,,,engenharia de alimentos,,graduação,,,,feminino,processos,,divulgação pb unicamp,unicamp,,confirmed
2397,,,,,ensino médio,,,,feminino,rh,,amigo,,,confirmed
2398,,,engenharia de alimentos,,graduação,,,,feminino,industria,,universidade,unicamp,,checkedin
2399,,,engenharia de produção,,graduação,,,,masculino,"consultoria, indústrias pioneiras em engenharia de produção",,facebook,unicamp,,checkedin
2400,santa rita do sapucaí,brasil,,ge,ensino fundamental,basic,intermediate,,masculino,"desenvolvimento de projetos, tecnologias",,pelo inatel,,minas gerais,checkedin
2401,campinas,brasil,administração,p&g,,basic,intermediate,,masculino,planejamento de produção e logística,espanhol intermediário,linkedin,faculdade anhanguera - campinas,são paulo,confirmed
